timestamp,btc_dominance,active_cryptocurrencies,active_market_pairs,active_exchanges
2025-03-21T00:05:00.000Z,60.5049,10552,102713,813
2025-03-21T00:10:00.000Z,60.492,10552,102713,813
2025-03-21T00:15:00.000Z,60.4785,10552,102714,813
2025-03-21T00:20:00.000Z,60.4973,10552,102714,813
2025-03-21T00:25:00.000Z,60.4888,10552,102714,813
2025-03-21T00:30:00.000Z,60.5085,10552,102714,813
2025-03-21T00:35:00.000Z,60.5309,10552,102715,813
2025-03-21T00:40:00.000Z,60.5227,10552,102715,813
2025-03-21T00:45:00.000Z,60.5252,10552,102715,813
2025-03-21T00:50:00.000Z,60.5321,10552,102715,813
2025-03-21T00:55:00.000Z,60.518,10552,102715,813
2025-03-21T01:00:00.000Z,60.5067,10552,102715,813
2025-03-21T01:05:00.000Z,60.4976,10552,102716,813
2025-03-21T01:10:00.000Z,60.4976,10552,102716,813
2025-03-21T01:15:00.000Z,60.4939,10552,102716,813
2025-03-21T01:20:00.000Z,60.4946,10552,102566,813
2025-03-21T01:25:00.000Z,60.4926,10552,102567,813
2025-03-21T01:30:00.000Z,60.4972,10553,102567,813
2025-03-21T01:35:00.000Z,60.5194,10527,102568,813
2025-03-21T01:40:00.000Z,60.5162,10527,102568,813
2025-03-21T01:45:00.000Z,60.5209,10527,102568,813
2025-03-21T01:50:00.000Z,60.5301,10527,102568,813
2025-03-21T01:55:00.000Z,60.5368,10527,102568,813
2025-03-21T02:00:00.000Z,60.5393,10527,102568,813
2025-03-21T02:05:00.000Z,60.5258,10527,102569,813
2025-03-21T02:10:00.000Z,60.5269,10527,102569,813
2025-03-21T02:15:00.000Z,60.5347,10527,102570,813
2025-03-21T02:20:00.000Z,60.5557,10527,102570,813
2025-03-21T02:25:00.000Z,60.5537,10527,102570,813
2025-03-21T02:30:00.000Z,60.5622,10527,102570,813
2025-03-21T02:35:00.000Z,60.5541,10527,102571,813
2025-03-21T02:40:00.000Z,60.5415,10527,102571,813
2025-03-21T02:45:00.000Z,60.5316,10527,102571,813
2025-03-21T02:50:00.000Z,60.5654,10527,102572,813
2025-03-21T02:55:00.000Z,60.5704,10527,102573,813
2025-03-21T03:00:00.000Z,60.5879,10527,102574,813
2025-03-21T03:05:00.000Z,60.5856,10527,102575,813
2025-03-21T03:10:00.000Z,60.5861,10527,102576,813
2025-03-21T03:15:00.000Z,60.59,10527,102576,813
2025-03-21T03:20:00.000Z,60.5811,10527,102577,813
2025-03-21T03:25:00.000Z,60.5837,10527,102580,813
2025-03-21T03:30:00.000Z,60.5847,10527,102581,813
2025-03-21T03:35:00.000Z,60.5851,10527,102583,813
2025-03-21T03:40:00.000Z,60.5929,10527,102583,813
2025-03-21T03:45:00.000Z,60.6054,10527,102590,813
2025-03-21T03:50:00.000Z,60.6007,10527,102593,813
2025-03-21T03:55:00.000Z,60.6033,10527,102594,813
2025-03-21T04:00:00.000Z,60.6005,10527,102594,813
2025-03-21T04:05:00.000Z,60.6153,10527,102594,813
2025-03-21T04:10:00.000Z,60.617,10527,102594,813
2025-03-21T04:15:00.000Z,60.6145,10527,102595,813
2025-03-21T04:20:00.000Z,60.6223,10527,102595,813
2025-03-21T04:25:00.000Z,60.6143,10527,102596,813
2025-03-21T04:30:00.000Z,60.6155,10527,102596,813
2025-03-21T04:35:00.000Z,60.6231,10527,102597,813
2025-03-21T04:40:00.000Z,60.6199,10527,102597,813
2025-03-21T04:45:00.000Z,60.6277,10527,102597,813
2025-03-21T04:50:00.000Z,60.6325,10527,102597,813
2025-03-21T04:55:00.000Z,60.6211,10527,102598,813
2025-03-21T05:00:00.000Z,60.6175,10527,102598,813
2025-03-21T05:05:00.000Z,60.6224,10527,102600,813
2025-03-21T05:10:00.000Z,60.6267,10527,102601,813
2025-03-21T05:15:00.000Z,60.6468,10527,102602,813
2025-03-21T05:20:00.000Z,60.6237,10527,102603,813
2025-03-21T05:25:00.000Z,60.628,10527,102603,813
2025-03-21T05:30:00.000Z,60.6125,10527,102603,813
2025-03-21T05:35:00.000Z,60.6374,10527,102604,813
2025-03-21T05:40:00.000Z,60.6228,10527,102605,813
2025-03-21T05:45:00.000Z,60.6214,10527,102607,813
2025-03-21T05:50:00.000Z,60.6163,10527,102608,813
2025-03-21T05:55:00.000Z,60.6215,10527,102608,813
2025-03-21T06:00:00.000Z,60.6152,10527,102608,813
2025-03-21T06:05:00.000Z,60.6085,10527,102612,813
2025-03-21T06:10:00.000Z,60.5746,10527,102613,813
2025-03-21T06:15:00.000Z,60.5827,10527,102614,813
2025-03-21T06:20:00.000Z,60.5688,10527,102614,813
2025-03-21T06:25:00.000Z,60.5645,10527,102614,813
2025-03-21T06:30:00.000Z,60.5511,10527,102614,813
2025-03-21T06:35:00.000Z,60.5505,10527,102614,813
2025-03-21T06:40:00.000Z,60.5585,10527,102615,813
2025-03-21T06:45:00.000Z,60.5614,10527,102616,813
2025-03-21T06:50:00.000Z,60.5828,10527,102616,813
2025-03-21T06:55:00.000Z,60.5884,10527,102618,813
2025-03-21T07:00:00.000Z,60.5858,10527,102618,813
2025-03-21T07:05:00.000Z,60.5894,10527,102620,813
2025-03-21T07:10:00.000Z,60.5895,10528,102620,813
2025-03-21T07:15:00.000Z,60.5923,10528,102621,813
2025-03-21T07:20:00.000Z,60.5952,10529,102623,813
2025-03-21T07:25:00.000Z,60.6035,10529,102627,813
2025-03-21T07:30:00.000Z,60.598,10530,102638,813
2025-03-21T07:35:00.000Z,60.5876,10530,102650,813
2025-03-21T07:40:00.000Z,60.5615,10531,102653,813
2025-03-21T07:45:00.000Z,60.543,10531,102653,813
2025-03-21T07:50:00.000Z,60.5221,10531,102655,813
2025-03-21T07:55:00.000Z,60.5187,10531,102655,813
2025-03-21T08:00:00.000Z,60.5169,10531,102655,813
2025-03-21T08:05:00.000Z,60.522,10531,102550,813
2025-03-21T08:10:00.000Z,60.5376,10531,102558,813
2025-03-21T08:15:00.000Z,60.5475,10531,102568,813
2025-03-21T08:20:00.000Z,60.5434,10531,102572,813
2025-03-21T08:25:00.000Z,60.5345,10531,102579,813
2025-03-21T08:30:00.000Z,60.5366,10532,102579,813
2025-03-21T08:35:00.000Z,60.5405,10531,102588,813
2025-03-21T08:40:00.000Z,60.5774,10531,102591,813
2025-03-21T08:45:00.000Z,60.5632,10531,102594,813
2025-03-21T08:50:00.000Z,60.5556,10531,102594,813
2025-03-21T08:55:00.000Z,60.5629,10531,102601,813
2025-03-21T09:00:00.000Z,60.5639,10531,102601,813
2025-03-21T09:05:00.000Z,60.557,10531,102609,813
2025-03-21T09:10:00.000Z,60.562,10531,102617,813
2025-03-21T09:15:00.000Z,60.5673,10531,102617,813
2025-03-21T09:20:00.000Z,60.5378,10531,102619,813
2025-03-21T09:25:00.000Z,60.5411,10531,102625,813
2025-03-21T09:30:00.000Z,60.5611,10531,102628,813
2025-03-21T09:35:00.000Z,60.5765,10531,102639,813
2025-03-21T09:40:00.000Z,60.5931,10531,102640,813
2025-03-21T09:45:00.000Z,60.5943,10531,102641,813
2025-03-21T09:50:00.000Z,60.6141,10531,102642,813
2025-03-21T09:55:00.000Z,60.6105,10531,102643,813
2025-03-21T10:00:00.000Z,60.6253,10531,102645,813
2025-03-21T10:05:00.000Z,60.637,10531,102648,813
2025-03-21T10:10:00.000Z,60.638,10531,102655,813
2025-03-21T10:15:00.000Z,60.6548,10531,102663,813
2025-03-21T10:20:00.000Z,60.6686,10531,102668,813
2025-03-21T10:25:00.000Z,60.6859,10531,102671,813
2025-03-21T10:30:00.000Z,60.7029,10531,102675,813
2025-03-21T10:35:00.000Z,60.6964,10531,102678,813
2025-03-21T10:40:00.000Z,60.6964,10532,102680,813
2025-03-21T10:45:00.000Z,60.6952,10532,102680,813
2025-03-21T10:50:00.000Z,60.6943,10532,102681,813
2025-03-21T10:55:00.000Z,60.6933,10532,102684,813
2025-03-21T11:00:00.000Z,60.6854,10532,102685,813
2025-03-21T11:05:00.000Z,60.6979,10531,102687,813
2025-03-21T11:10:00.000Z,60.6983,10531,102688,813
2025-03-21T11:15:00.000Z,60.6936,10531,102689,813
2025-03-21T11:20:00.000Z,60.6838,10531,102689,813
2025-03-21T11:25:00.000Z,60.6953,10531,102689,813
2025-03-21T11:30:00.000Z,60.6914,10531,102693,813
2025-03-21T11:35:00.000Z,60.6941,10531,102694,813
2025-03-21T11:40:00.000Z,60.6936,10531,102695,813
2025-03-21T11:45:00.000Z,60.6998,10531,102698,813
2025-03-21T11:50:00.000Z,60.6939,10531,102698,813
2025-03-21T11:55:00.000Z,60.6804,10531,102700,813
2025-03-21T12:00:00.000Z,60.6688,10531,102701,813
2025-03-21T12:05:00.000Z,60.673,10531,102704,813
2025-03-21T12:10:00.000Z,60.6763,10531,102706,813
2025-03-21T12:15:00.000Z,60.6629,10531,102708,813
2025-03-21T12:20:00.000Z,60.6743,10532,102708,813
2025-03-21T12:25:00.000Z,60.6871,10532,102710,813
2025-03-21T12:30:00.000Z,60.6785,10532,102711,813
2025-03-21T12:35:00.000Z,60.6801,10532,102718,813
2025-03-21T12:40:00.000Z,60.6469,10537,102719,813
2025-03-21T12:45:00.000Z,60.6754,10537,102722,813
2025-03-21T12:50:00.000Z,60.683,10537,102723,813
2025-03-21T12:55:00.000Z,60.6773,10537,102726,813
2025-03-21T13:00:00.000Z,60.6262,10537,102726,813
2025-03-21T13:05:00.000Z,60.6348,10536,102727,813
2025-03-21T13:10:00.000Z,60.6379,10536,102729,813
2025-03-21T13:15:00.000Z,60.6568,10536,102733,813
2025-03-21T13:20:00.000Z,60.6744,10536,102733,813
2025-03-21T13:25:00.000Z,60.6562,10536,102747,813
2025-03-21T13:30:00.000Z,60.6909,10536,102748,813
2025-03-21T13:35:00.000Z,60.6416,10536,102751,813
2025-03-21T13:40:00.000Z,60.6297,10536,102752,813
2025-03-21T13:45:00.000Z,60.6778,10536,102752,813
2025-03-21T13:50:00.000Z,60.671,10536,102752,813
2025-03-21T13:55:00.000Z,60.6925,10536,102756,813
2025-03-21T14:00:00.000Z,60.6747,10536,102758,813
2025-03-21T14:05:00.000Z,60.668,10536,102760,813
2025-03-21T14:10:00.000Z,60.6544,10536,102760,813
2025-03-21T14:15:00.000Z,60.7051,10536,102761,813
2025-03-21T14:20:00.000Z,60.7334,10536,102761,813
2025-03-21T14:25:00.000Z,60.739,10536,102761,813
2025-03-21T14:30:00.000Z,60.7026,10536,102764,813
2025-03-21T14:35:00.000Z,60.7215,10536,102765,813
2025-03-21T14:40:00.000Z,60.7038,10536,102765,813
2025-03-21T14:45:00.000Z,60.7369,10536,102765,813
2025-03-21T14:50:00.000Z,60.7549,10536,102765,813
2025-03-21T14:55:00.000Z,60.7336,10536,102767,813
2025-03-21T15:00:00.000Z,60.7447,10536,102767,813
2025-03-21T15:05:00.000Z,60.7008,10536,102769,813
2025-03-21T15:10:00.000Z,60.6763,10536,102769,813
2025-03-21T15:15:00.000Z,60.6384,10536,102769,813
2025-03-21T15:20:00.000Z,60.6524,10536,102769,813
2025-03-21T15:25:00.000Z,60.6365,10536,102769,813
2025-03-21T15:30:00.000Z,60.6252,10536,102769,813
2025-03-21T15:35:00.000Z,60.6174,10536,102771,813
2025-03-21T15:40:00.000Z,60.6307,10536,102771,813
2025-03-21T15:45:00.000Z,60.6139,10536,102771,813
2025-03-21T15:50:00.000Z,60.636,10536,102772,813
2025-03-21T15:55:00.000Z,60.618,10536,102772,813
2025-03-21T16:00:00.000Z,60.5997,10536,102773,813
2025-03-21T16:05:00.000Z,60.6009,10536,102774,813
2025-03-21T16:10:00.000Z,60.6385,10536,102774,813
2025-03-21T16:15:00.000Z,60.6588,10536,102774,813
2025-03-21T16:20:00.000Z,60.6565,10536,102774,813
2025-03-21T16:25:00.000Z,60.6862,10536,102776,813
2025-03-21T16:30:00.000Z,60.6624,10536,102776,813
2025-03-21T16:35:00.000Z,60.6642,10536,102776,813
2025-03-21T16:40:00.000Z,60.6296,10536,102776,813
2025-03-21T16:45:00.000Z,60.6192,10536,102776,813
2025-03-21T16:50:00.000Z,60.6401,10536,102776,813
2025-03-21T16:55:00.000Z,60.6056,10536,102777,813
2025-03-21T17:00:00.000Z,60.6218,10536,102780,813
2025-03-21T17:05:00.000Z,60.5852,10536,102781,813
2025-03-21T17:10:00.000Z,60.599,10536,102781,813
2025-03-21T17:15:00.000Z,60.5802,10536,102783,813
2025-03-21T17:20:00.000Z,60.5869,10537,102783,813
2025-03-21T17:25:00.000Z,60.5859,10537,102783,813
2025-03-21T17:30:00.000Z,60.5547,10537,102783,813
2025-03-21T17:35:00.000Z,60.5532,10537,102783,813
2025-03-21T17:40:00.000Z,60.5806,10537,102783,813
2025-03-21T17:45:00.000Z,60.5851,10537,102784,813
2025-03-21T17:50:00.000Z,60.5691,10537,102784,813
2025-03-21T17:55:00.000Z,60.5676,10537,102786,813
2025-03-21T18:00:00.000Z,60.5598,10537,102786,813
2025-03-21T18:05:00.000Z,60.5656,10537,102787,813
2025-03-21T18:10:00.000Z,60.5631,10537,102787,813
2025-03-21T18:15:00.000Z,60.5608,10537,102787,813
2025-03-21T18:20:00.000Z,60.5699,10537,102787,813
2025-03-21T18:25:00.000Z,60.5656,10537,102789,813
2025-03-21T18:30:00.000Z,60.5857,10537,102789,813
2025-03-21T18:35:00.000Z,60.5705,10537,102790,813
2025-03-21T18:40:00.000Z,60.5557,10537,102790,813
2025-03-21T18:45:00.000Z,60.5449,10537,102790,813
2025-03-21T18:50:00.000Z,60.5422,10537,102790,813
2025-03-21T18:55:00.000Z,60.5398,10537,102791,813
2025-03-21T19:00:00.000Z,60.5455,10537,102791,813
2025-03-21T19:05:00.000Z,60.5277,10537,102791,813
2025-03-21T19:10:00.000Z,60.5185,10537,102791,813
2025-03-21T19:15:00.000Z,60.5231,10537,102794,813
2025-03-21T19:20:00.000Z,60.5293,10538,102794,813
2025-03-21T19:25:00.000Z,60.5283,10538,102794,813
2025-03-21T19:30:00.000Z,60.4988,10538,102794,813
2025-03-21T19:35:00.000Z,60.5057,10538,102794,813
2025-03-21T19:40:00.000Z,60.4922,10538,102794,813
2025-03-21T19:45:00.000Z,60.5042,10538,102794,813
2025-03-21T19:50:00.000Z,60.5099,10538,102794,813
2025-03-21T19:55:00.000Z,60.515,10538,102795,813
2025-03-21T20:00:00.000Z,60.5098,10538,102795,813
2025-03-21T20:05:00.000Z,60.4811,10538,102795,813
2025-03-21T20:10:00.000Z,60.4822,10538,102795,813
2025-03-21T20:15:00.000Z,60.4909,10538,102795,813
2025-03-21T20:20:00.000Z,60.5026,10538,102796,813
2025-03-21T20:25:00.000Z,60.5173,10538,102798,813
2025-03-21T20:30:00.000Z,60.5422,10538,102798,813
2025-03-21T20:35:00.000Z,60.5334,10538,102798,813
2025-03-21T20:40:00.000Z,60.5334,10538,102799,813
2025-03-21T20:45:00.000Z,60.5372,10538,102799,813
2025-03-21T20:50:00.000Z,60.5369,10538,102799,813
2025-03-21T20:55:00.000Z,60.537,10538,102800,813
2025-03-21T21:00:00.000Z,60.5468,10538,102801,813
2025-03-21T21:05:00.000Z,60.5426,10538,102801,813
2025-03-21T21:10:00.000Z,60.5529,10538,102801,813
2025-03-21T21:15:00.000Z,60.5599,10538,102801,813
2025-03-21T21:20:00.000Z,60.5589,10538,102801,813
2025-03-21T21:25:00.000Z,60.5781,10538,102801,813
2025-03-21T21:30:00.000Z,60.5666,10538,102801,813
2025-03-21T21:35:00.000Z,60.5735,10538,102801,813
2025-03-21T21:40:00.000Z,60.5529,10538,102801,813
2025-03-21T21:45:00.000Z,60.5472,10538,102801,813
2025-03-21T21:50:00.000Z,60.5494,10538,102801,813
2025-03-21T21:55:00.000Z,60.558,10538,102801,813
2025-03-21T22:00:00.000Z,60.5872,10538,102801,813
2025-03-21T22:05:00.000Z,60.6027,10538,102801,813
2025-03-21T22:10:00.000Z,60.6169,10538,102801,813
2025-03-21T22:15:00.000Z,60.6303,10538,102801,813
2025-03-21T22:20:00.000Z,60.6352,10538,102801,813
2025-03-21T22:25:00.000Z,60.6232,10538,102801,813
2025-03-21T22:30:00.000Z,60.6227,10538,102801,813
2025-03-21T22:35:00.000Z,60.635,10538,102802,813
2025-03-21T22:40:00.000Z,60.6476,10538,102802,813
2025-03-21T22:45:00.000Z,60.6554,10538,102803,813
2025-03-21T22:50:00.000Z,60.6515,10538,102803,813
2025-03-21T22:55:00.000Z,60.643,10538,102803,813
2025-03-21T23:00:00.000Z,60.6323,10538,102803,813
2025-03-21T23:05:00.000Z,60.6285,10538,102803,813
2025-03-21T23:10:00.000Z,60.6276,10538,102803,813
2025-03-21T23:15:00.000Z,60.6253,10538,102803,813
2025-03-21T23:20:00.000Z,60.6134,10538,102803,813
2025-03-21T23:25:00.000Z,60.6045,10538,102803,813
2025-03-21T23:30:00.000Z,60.6026,10538,102803,813
2025-03-21T23:35:00.000Z,60.6138,10538,102804,813
2025-03-21T23:40:00.000Z,60.6117,10538,102804,813
2025-03-21T23:45:00.000Z,60.6179,10538,102804,813
2025-03-21T23:50:00.000Z,60.6189,10538,102804,813
2025-03-21T23:55:00.000Z,60.6275,10538,102805,813
2025-03-22T00:00:00.000Z,60.6251,10538,102805,813
2025-03-22T00:05:00.000Z,60.6171,10538,102805,813
2025-03-22T00:10:00.000Z,60.6032,10538,102805,813
2025-03-22T00:15:00.000Z,60.5858,10538,102805,813
2025-03-22T00:20:00.000Z,60.584,10538,102805,813
2025-03-22T00:25:00.000Z,60.5792,10538,102805,813
2025-03-22T00:30:00.000Z,60.5924,10538,102805,813
2025-03-22T00:35:00.000Z,60.5934,10538,102805,813
2025-03-22T00:40:00.000Z,60.5798,10538,102805,813
2025-03-22T00:45:00.000Z,60.5665,10538,102805,813
2025-03-22T00:50:00.000Z,60.5674,10538,102805,813
2025-03-22T00:55:00.000Z,60.561,10538,102805,813
2025-03-22T01:00:00.000Z,60.5535,10538,102805,813
2025-03-22T01:05:00.000Z,60.5546,10538,102805,813
2025-03-22T01:10:00.000Z,60.5528,10538,102806,813
2025-03-22T01:15:00.000Z,60.5567,10538,102806,813
2025-03-22T01:20:00.000Z,60.5509,10538,102698,813
2025-03-22T01:25:00.000Z,60.5533,10538,102699,813
2025-03-22T01:30:00.000Z,60.5506,10538,102700,813
2025-03-22T01:35:00.000Z,60.5524,10514,102700,813
2025-03-22T01:40:00.000Z,60.5579,10514,102701,813
2025-03-22T01:45:00.000Z,60.5699,10514,102701,813
2025-03-22T01:50:00.000Z,60.5668,10514,102701,813
2025-03-22T01:55:00.000Z,60.5779,10514,102702,813
2025-03-22T02:00:00.000Z,60.5859,10514,102703,813
2025-03-22T02:05:00.000Z,60.5887,10514,102703,813
2025-03-22T02:10:00.000Z,60.5931,10514,102703,813
2025-03-22T02:15:00.000Z,60.5929,10514,102703,813
2025-03-22T02:20:00.000Z,60.5932,10514,102703,813
2025-03-22T02:25:00.000Z,60.5917,10514,102705,813
2025-03-22T02:30:00.000Z,60.596,10514,102705,813
2025-03-22T02:35:00.000Z,60.5819,10514,102705,813
2025-03-22T02:40:00.000Z,60.5775,10514,102705,813
2025-03-22T02:45:00.000Z,60.5716,10514,102705,813
2025-03-22T02:50:00.000Z,60.5755,10514,102705,813
2025-03-22T02:55:00.000Z,60.5804,10514,102705,813
2025-03-22T03:00:00.000Z,60.5863,10514,102706,813
2025-03-22T03:05:00.000Z,60.586,10514,102706,813
2025-03-22T03:10:00.000Z,60.5966,10514,102707,813
2025-03-22T03:15:00.000Z,60.5891,10514,102707,813
2025-03-22T03:20:00.000Z,60.6007,10514,102707,813
2025-03-22T03:25:00.000Z,60.5962,10514,102707,813
2025-03-22T03:30:00.000Z,60.5949,10514,102707,813
2025-03-22T03:35:00.000Z,60.5859,10514,102707,813
2025-03-22T03:40:00.000Z,60.579,10514,102708,813
2025-03-22T03:45:00.000Z,60.57,10514,102710,813
2025-03-22T03:50:00.000Z,60.5713,10514,102710,813
2025-03-22T03:55:00.000Z,60.5727,10514,102710,813
2025-03-22T04:00:00.000Z,60.5659,10514,102710,813
2025-03-22T04:05:00.000Z,60.5684,10514,102710,813
2025-03-22T04:10:00.000Z,60.572,10514,102710,813
2025-03-22T04:15:00.000Z,60.5517,10514,102710,813
2025-03-22T04:20:00.000Z,60.5464,10514,102710,813
2025-03-22T04:25:00.000Z,60.5427,10514,102710,813
2025-03-22T04:30:00.000Z,60.5446,10514,102710,813
2025-03-22T04:35:00.000Z,60.5409,10514,102710,813
2025-03-22T04:40:00.000Z,60.5336,10514,102710,813
2025-03-22T04:45:00.000Z,60.5333,10514,102710,813
2025-03-22T04:50:00.000Z,60.5352,10514,102710,813
2025-03-22T04:55:00.000Z,60.5325,10514,102711,813
2025-03-22T05:00:00.000Z,60.5375,10514,102711,813
2025-03-22T05:05:00.000Z,60.5381,10514,102714,813
2025-03-22T05:10:00.000Z,60.5431,10514,102714,813
2025-03-22T05:15:00.000Z,60.548,10514,102714,813
2025-03-22T05:20:00.000Z,60.5558,10514,102714,813
2025-03-22T05:25:00.000Z,60.5554,10514,102714,813
2025-03-22T05:30:00.000Z,60.5417,10514,102714,813
2025-03-22T05:35:00.000Z,60.5435,10514,102714,813
2025-03-22T05:40:00.000Z,60.5461,10514,102714,813
2025-03-22T05:45:00.000Z,60.5427,10514,102716,813
2025-03-22T05:50:00.000Z,60.5333,10514,102716,813
2025-03-22T05:55:00.000Z,60.5304,10514,102716,813
2025-03-22T06:00:00.000Z,60.5307,10514,102717,813
2025-03-22T06:05:00.000Z,60.5286,10514,102717,813
2025-03-22T06:10:00.000Z,60.5138,10514,102717,813
2025-03-22T06:15:00.000Z,60.5074,10514,102717,813
2025-03-22T06:20:00.000Z,60.4974,10514,102717,813
2025-03-22T06:25:00.000Z,60.4944,10514,102717,813
2025-03-22T06:30:00.000Z,60.4953,10514,102717,813
2025-03-22T06:35:00.000Z,60.4816,10514,102718,813
2025-03-22T06:40:00.000Z,60.4945,10514,102718,813
2025-03-22T06:45:00.000Z,60.4928,10514,102718,813
2025-03-22T06:50:00.000Z,60.4962,10514,102718,813
2025-03-22T06:55:00.000Z,60.4963,10514,102718,813
2025-03-22T07:00:00.000Z,60.4936,10514,102718,813
2025-03-22T07:05:00.000Z,60.4998,10514,102719,813
2025-03-22T07:10:00.000Z,60.497,10514,102719,813
2025-03-22T07:15:00.000Z,60.5018,10514,102719,813
2025-03-22T07:20:00.000Z,60.497,10514,102719,813
2025-03-22T07:25:00.000Z,60.5019,10514,102719,813
2025-03-22T07:30:00.000Z,60.4942,10514,102719,813
2025-03-22T07:35:00.000Z,60.4829,10514,102719,813
2025-03-22T07:40:00.000Z,60.4813,10514,102720,813
2025-03-22T07:45:00.000Z,60.4825,10514,102720,813
2025-03-22T07:50:00.000Z,60.4845,10514,102720,813
2025-03-22T07:55:00.000Z,60.4846,10514,102720,813
2025-03-22T08:00:00.000Z,60.5064,10514,102720,813
2025-03-22T08:05:00.000Z,60.5137,10514,102720,813
2025-03-22T08:10:00.000Z,60.5031,10514,102720,813
2025-03-22T08:15:00.000Z,60.5013,10514,102721,813
2025-03-22T08:20:00.000Z,60.4965,10514,102721,813
2025-03-22T08:25:00.000Z,60.4973,10514,102721,813
2025-03-22T08:30:00.000Z,60.4951,10514,102721,813
2025-03-22T08:35:00.000Z,60.4959,10514,102721,813
2025-03-22T08:40:00.000Z,60.49,10514,102721,813
2025-03-22T08:45:00.000Z,60.4816,10514,102721,813
2025-03-22T08:50:00.000Z,60.4699,10514,102721,813
2025-03-22T08:55:00.000Z,60.4655,10514,102721,813
2025-03-22T09:00:00.000Z,60.4658,10514,102721,813
2025-03-22T09:05:00.000Z,60.4661,10514,102721,813
2025-03-22T09:10:00.000Z,60.4596,10514,102723,813
2025-03-22T09:15:00.000Z,60.4523,10514,102724,813
2025-03-22T09:20:00.000Z,60.451,10514,102726,813
2025-03-22T09:25:00.000Z,60.4293,10514,102727,813
2025-03-22T09:30:00.000Z,60.4309,10514,102727,813
2025-03-22T09:35:00.000Z,60.4289,10514,102728,813
2025-03-22T09:40:00.000Z,60.4286,10515,102730,813
2025-03-22T09:45:00.000Z,60.4371,10515,102730,813
2025-03-22T09:50:00.000Z,60.4166,10515,102731,813
2025-03-22T09:55:00.000Z,60.4324,10515,102733,813
2025-03-22T10:00:00.000Z,60.4437,10515,102736,813
2025-03-22T10:05:00.000Z,60.4468,10515,102736,813
2025-03-22T10:10:00.000Z,60.4464,10515,102736,813
2025-03-22T10:15:00.000Z,60.4473,10515,102736,813
2025-03-22T10:20:00.000Z,60.4403,10515,102736,813
2025-03-22T10:25:00.000Z,60.4474,10515,102736,813
2025-03-22T10:30:00.000Z,60.4525,10515,102736,813
2025-03-22T10:35:00.000Z,60.4581,10515,102736,813
2025-03-22T10:40:00.000Z,60.4521,10515,102736,813
2025-03-22T10:45:00.000Z,60.4456,10515,102736,813
2025-03-22T10:50:00.000Z,60.4532,10515,102736,813
2025-03-22T10:55:00.000Z,60.4572,10515,102737,813
2025-03-22T11:00:00.000Z,60.4634,10515,102738,813
2025-03-22T11:05:00.000Z,60.4648,10515,102738,813
2025-03-22T11:10:00.000Z,60.4687,10515,102739,813
2025-03-22T11:15:00.000Z,60.4737,10515,102739,813
2025-03-22T11:20:00.000Z,60.4816,10515,102740,813
2025-03-22T11:25:00.000Z,60.4764,10515,102740,813
2025-03-22T11:30:00.000Z,60.4734,10515,102740,813
2025-03-22T11:35:00.000Z,60.4725,10515,102740,813
2025-03-22T11:40:00.000Z,60.4821,10515,102740,813
2025-03-22T11:45:00.000Z,60.4805,10515,102740,813
2025-03-22T11:50:00.000Z,60.4802,10515,102740,813
2025-03-22T11:55:00.000Z,60.4806,10515,102740,813
2025-03-22T12:00:00.000Z,60.4787,10515,102740,813
2025-03-22T12:05:00.000Z,60.4707,10515,102743,813
2025-03-22T12:10:00.000Z,60.4686,10515,102743,813
2025-03-22T12:15:00.000Z,60.4699,10515,102746,813
2025-03-22T12:20:00.000Z,60.4686,10515,102746,813
2025-03-22T12:25:00.000Z,60.463,10515,102746,813
2025-03-22T12:30:00.000Z,60.4641,10515,102746,813
2025-03-22T12:35:00.000Z,60.4683,10515,102748,813
2025-03-22T12:40:00.000Z,60.478,10515,102749,813
2025-03-22T12:45:00.000Z,60.4686,10515,102750,813
2025-03-22T12:50:00.000Z,60.4622,10516,102750,813
2025-03-22T12:55:00.000Z,60.4583,10516,102750,813
2025-03-22T13:00:00.000Z,60.4585,10516,102750,813
2025-03-22T13:05:00.000Z,60.4495,10516,102750,813
2025-03-22T13:10:00.000Z,60.4535,10516,102750,813
2025-03-22T13:15:00.000Z,60.4599,10516,102750,813
2025-03-22T13:20:00.000Z,60.4626,10516,102750,813
2025-03-22T13:25:00.000Z,60.4592,10516,102752,813
2025-03-22T13:30:00.000Z,60.4691,10517,102752,813
2025-03-22T13:35:00.000Z,60.4742,10517,102752,813
2025-03-22T13:40:00.000Z,60.4952,10517,102752,813
2025-03-22T13:45:00.000Z,60.4949,10517,102754,813
2025-03-22T13:50:00.000Z,60.4855,10517,102754,813
2025-03-22T13:55:00.000Z,60.483,10517,102756,813
2025-03-22T14:00:00.000Z,60.4803,10517,102756,813
2025-03-22T14:05:00.000Z,60.493,10517,102756,813
2025-03-22T14:10:00.000Z,60.4895,10517,102756,813
2025-03-22T14:15:00.000Z,60.4985,10517,102756,813
2025-03-22T14:20:00.000Z,60.4922,10517,102756,813
2025-03-22T14:25:00.000Z,60.4982,10517,102756,813
2025-03-22T14:30:00.000Z,60.5024,10517,102756,813
2025-03-22T14:35:00.000Z,60.523,10517,102756,813
2025-03-22T14:40:00.000Z,60.5164,10517,102756,813
2025-03-22T14:45:00.000Z,60.5212,10517,102756,813
2025-03-22T14:50:00.000Z,60.521,10517,102756,813
